review_set,reviewer,plan_author,plan_id,plan_slug,filename,relative_path,rating,max_rating
codex-review-of-codex-plans,codex,codex,008,types-data-src,008-types-data-src.md,codex-review-of-codex-plans/008-types-data-src.md,8,10
codex-review-of-codex-plans,codex,codex,009,kernel-src-api,009-kernel-src-api.md,codex-review-of-codex-plans/009-kernel-src-api.md,8,10
codex-review-of-codex-plans,codex,codex,010,kernel-src-document,010-kernel-src-document.md,codex-review-of-codex-plans/010-kernel-src-document.md,8,10
codex-review-of-codex-plans,codex,codex,011,kernel-src-document-collab,011-kernel-src-document-collab.md,codex-review-of-codex-plans/011-kernel-src-document-collab.md,8,10
codex-review-of-codex-plans,codex,codex,012,kernel-src-bridges-compute,012-kernel-src-bridges-compute.md,codex-review-of-codex-plans/012-kernel-src-bridges-compute.md,8,10
codex-review-of-codex-plans,codex,codex,013,kernel-src-domain-cells,013-kernel-src-domain-cells.md,codex-review-of-codex-plans/013-kernel-src-domain-cells.md,8,10
codex-review-of-codex-plans,codex,codex,014,kernel-src-domain-formulas,014-kernel-src-domain-formulas.md,codex-review-of-codex-plans/014-kernel-src-domain-formulas.md,8,10
codex-review-of-codex-plans,codex,codex,015,kernel-src-domain-charts,015-kernel-src-domain-charts.md,codex-review-of-codex-plans/015-kernel-src-domain-charts.md,8,10
codex-review-of-codex-plans,codex,codex,016,kernel-src-domain-formatting,016-kernel-src-domain-formatting.md,codex-review-of-codex-plans/016-kernel-src-domain-formatting.md,8,10
codex-review-of-codex-plans,codex,codex,017,kernel-src-domain-pivots,017-kernel-src-domain-pivots.md,codex-review-of-codex-plans/017-kernel-src-domain-pivots.md,8,10
codex-review-of-codex-plans,codex,codex,018,kernel-src-domain-tables,018-kernel-src-domain-tables.md,codex-review-of-codex-plans/018-kernel-src-domain-tables.md,8,10
codex-review-of-codex-plans,codex,codex,019,kernel-src-floating-objects,019-kernel-src-floating-objects.md,codex-review-of-codex-plans/019-kernel-src-floating-objects.md,8,10
codex-review-of-codex-plans,codex,codex,020,kernel-src-services-undo,020-kernel-src-services-undo.md,codex-review-of-codex-plans/020-kernel-src-services-undo.md,8,10
codex-review-of-codex-plans,codex,codex,021,kernel-src-services-clipboard,021-kernel-src-services-clipboard.md,codex-review-of-codex-plans/021-kernel-src-services-clipboard.md,8,10
codex-review-of-codex-plans,codex,codex,022,kernel-src-security,022-kernel-src-security.md,codex-review-of-codex-plans/022-kernel-src-security.md,8,10
codex-review-of-codex-plans,codex,codex,023,compute-api-src,023-compute-api-src.md,codex-review-of-codex-plans/023-compute-api-src.md,8,10
codex-review-of-codex-plans,codex,codex,024,compute-core-src-eval,024-compute-core-src-eval.md,codex-review-of-codex-plans/024-compute-core-src-eval.md,8,10
codex-review-of-codex-plans,codex,codex,025,compute-core-src-scheduler,025-compute-core-src-scheduler.md,codex-review-of-codex-plans/025-compute-core-src-scheduler.md,8,10
codex-review-of-codex-plans,codex,codex,026,compute-core-src-storage,026-compute-core-src-storage.md,codex-review-of-codex-plans/026-compute-core-src-storage.md,8,10
codex-review-of-codex-plans,codex,codex,027,compute-core-src-import,027-compute-core-src-import.md,codex-review-of-codex-plans/027-compute-core-src-import.md,8,10
codex-review-of-codex-plans,codex,codex,028,compute-core-src-identity,028-compute-core-src-identity.md,codex-review-of-codex-plans/028-compute-core-src-identity.md,8,10
codex-review-of-codex-plans,codex,codex,029,compute-core-crates-compute-functions-src,029-compute-core-crates-compute-functions-src.md,codex-review-of-codex-plans/029-compute-core-crates-compute-functions-src.md,8,10
codex-review-of-codex-plans,codex,codex,030,compute-core-crates-compute-parser-src,030-compute-core-crates-compute-parser-src.md,codex-review-of-codex-plans/030-compute-core-crates-compute-parser-src.md,8,10
codex-review-of-codex-plans,codex,codex,031,compute-core-crates-compute-graph-src,031-compute-core-crates-compute-graph-src.md,codex-review-of-codex-plans/031-compute-core-crates-compute-graph-src.md,8,10
codex-review-of-codex-plans,codex,codex,032,compute-core-crates-compute-table-src,032-compute-core-crates-compute-table-src.md,codex-review-of-codex-plans/032-compute-core-crates-compute-table-src.md,8,10
codex-review-of-codex-plans,codex,codex,033,compute-core-crates-compute-pivot-src,033-compute-core-crates-compute-pivot-src.md,codex-review-of-codex-plans/033-compute-core-crates-compute-pivot-src.md,8,10
codex-review-of-codex-plans,codex,codex,034,compute-core-crates-compute-fill-src,034-compute-core-crates-compute-fill-src.md,codex-review-of-codex-plans/034-compute-core-crates-compute-fill-src.md,8,10
codex-review-of-codex-plans,codex,codex,035,compute-core-crates-compute-formats-src,035-compute-core-crates-compute-formats-src.md,codex-review-of-codex-plans/035-compute-core-crates-compute-formats-src.md,8,10
codex-review-of-codex-plans,codex,codex,036,compute-core-crates-compute-cf-src,036-compute-core-crates-compute-cf-src.md,codex-review-of-codex-plans/036-compute-core-crates-compute-cf-src.md,8,10
codex-review-of-codex-plans,codex,codex,037,compute-core-crates-compute-wire-src,037-compute-core-crates-compute-wire-src.md,codex-review-of-codex-plans/037-compute-core-crates-compute-wire-src.md,8,10
codex-review-of-codex-plans,codex,codex,038,compute-core-crates-compute-security-src,038-compute-core-crates-compute-security-src.md,codex-review-of-codex-plans/038-compute-core-crates-compute-security-src.md,8,10
codex-review-of-codex-plans,codex,codex,039,compute-wasm-src,039-compute-wasm-src.md,codex-review-of-codex-plans/039-compute-wasm-src.md,8,10
codex-review-of-codex-plans,codex,codex,040,compute-napi-src,040-compute-napi-src.md,codex-review-of-codex-plans/040-compute-napi-src.md,8,10
codex-review-of-codex-plans,codex,codex,041,canvas-grid-renderer-src,041-canvas-grid-renderer-src.md,codex-review-of-codex-plans/041-canvas-grid-renderer-src.md,8,10
codex-review-of-codex-plans,codex,codex,042,canvas-grid-canvas-src,042-canvas-grid-canvas-src.md,codex-review-of-codex-plans/042-canvas-grid-canvas-src.md,8,10
codex-review-of-codex-plans,codex,codex,043,canvas-engine-src,043-canvas-engine-src.md,codex-review-of-codex-plans/043-canvas-engine-src.md,8,10
codex-review-of-codex-plans,codex,codex,044,canvas-overlay-src,044-canvas-overlay-src.md,codex-review-of-codex-plans/044-canvas-overlay-src.md,8,10
codex-review-of-codex-plans,codex,codex,045,canvas-spatial-src,045-canvas-spatial-src.md,codex-review-of-codex-plans/045-canvas-spatial-src.md,8,10
codex-review-of-codex-plans,codex,codex,046,canvas-drawing-canvas-src,046-canvas-drawing-canvas-src.md,codex-review-of-codex-plans/046-canvas-drawing-canvas-src.md,8,10
codex-review-of-codex-plans,codex,codex,047,canvas-drawing-engine-src,047-canvas-drawing-engine-src.md,codex-review-of-codex-plans/047-canvas-drawing-engine-src.md,8,10
codex-review-of-codex-plans,codex,codex,048,canvas-drawing-shapes-src,048-canvas-drawing-shapes-src.md,codex-review-of-codex-plans/048-canvas-drawing-shapes-src.md,8,10
codex-review-of-codex-plans,codex,codex,049,canvas-drawing-geometry-src,049-canvas-drawing-geometry-src.md,codex-review-of-codex-plans/049-canvas-drawing-geometry-src.md,8,10
codex-review-of-codex-plans,codex,codex,050,charts-src-core,050-charts-src-core.md,codex-review-of-codex-plans/050-charts-src-core.md,8,10
codex-review-of-codex-plans,codex,codex,051,charts-src-grammar,051-charts-src-grammar.md,codex-review-of-codex-plans/051-charts-src-grammar.md,8,10
codex-review-of-codex-plans,codex,codex,052,charts-src-primitives,052-charts-src-primitives.md,codex-review-of-codex-plans/052-charts-src-primitives.md,8,10
codex-review-of-codex-plans,codex,codex,053,charts-src-export-ooxml,053-charts-src-export-ooxml.md,codex-review-of-codex-plans/053-charts-src-export-ooxml.md,8,10
codex-review-of-codex-plans,codex,codex,054,file-io-xlsx-parser-src,054-file-io-xlsx-parser-src.md,codex-review-of-codex-plans/054-file-io-xlsx-parser-src.md,8,10
codex-review-of-codex-plans,codex,codex,055,file-io-xlsx-bridge-src,055-file-io-xlsx-bridge-src.md,codex-review-of-codex-plans/055-file-io-xlsx-bridge-src.md,8,10
codex-review-of-codex-plans,codex,codex,056,file-io-ooxml-types-src,056-file-io-ooxml-types-src.md,codex-review-of-codex-plans/056-file-io-ooxml-types-src.md,8,10
codex-review-of-codex-plans,codex,codex,057,file-io-print-export-src,057-file-io-print-export-src.md,codex-review-of-codex-plans/057-file-io-print-export-src.md,8,10
codex-review-of-codex-plans,codex,codex,058,runtime-embed-src,058-runtime-embed-src.md,codex-review-of-codex-plans/058-runtime-embed-src.md,8,10
codex-review-of-codex-plans,codex,codex,059,runtime-sdk-src,059-runtime-sdk-src.md,codex-review-of-codex-plans/059-runtime-sdk-src.md,8,10
codex-review-of-codex-plans,codex,codex,060,runtime-spreadsheet-app-src,060-runtime-spreadsheet-app-src.md,codex-review-of-codex-plans/060-runtime-spreadsheet-app-src.md,8,10
codex-review-of-codex-plans,codex,codex,061,apps-spreadsheet-src-actions-handlers,061-apps-spreadsheet-src-actions-handlers.md,codex-review-of-codex-plans/061-apps-spreadsheet-src-actions-handlers.md,8,10
codex-review-of-codex-plans,codex,codex,062,apps-spreadsheet-src-coordinator,062-apps-spreadsheet-src-coordinator.md,codex-review-of-codex-plans/062-apps-spreadsheet-src-coordinator.md,8,10
codex-review-of-codex-plans,codex,codex,063,apps-spreadsheet-src-systems-grid-editing,063-apps-spreadsheet-src-systems-grid-editing.md,codex-review-of-codex-plans/063-apps-spreadsheet-src-systems-grid-editing.md,8,10
codex-review-of-codex-plans,codex,codex,064,apps-spreadsheet-src-components-grid,064-apps-spreadsheet-src-components-grid.md,codex-review-of-codex-plans/064-apps-spreadsheet-src-components-grid.md,8,10
codex-review-of-codex-plans,codex,codex,065,apps-spreadsheet-src-chrome-formula-bar,065-apps-spreadsheet-src-chrome-formula-bar.md,codex-review-of-codex-plans/065-apps-spreadsheet-src-chrome-formula-bar.md,9,10
codex-review-of-codex-plans,codex,codex,066,shell-src-platform,066-shell-src-platform.md,codex-review-of-codex-plans/066-shell-src-platform.md,8,10
codex-review-of-codex-plans,codex,codex,067,shell-src-services,067-shell-src-services.md,codex-review-of-codex-plans/067-shell-src-services.md,8,10
codex-review-of-codex-plans,codex,codex,068,views-sheet-view-src,068-views-sheet-view-src.md,codex-review-of-codex-plans/068-views-sheet-view-src.md,8,10
codex-review-of-codex-plans,codex,codex,069,infra-rust-bridge-bridge-ir-src,069-infra-rust-bridge-bridge-ir-src.md,codex-review-of-codex-plans/069-infra-rust-bridge-bridge-ir-src.md,8,10
codex-review-of-codex-plans,codex,codex,070,infra-transport-src,070-infra-transport-src.md,codex-review-of-codex-plans/070-infra-transport-src.md,8,10
codex-review-of-codex-plans,codex,codex,071,contracts-src-core,071-contracts-src-core.md,codex-review-of-codex-plans/071-contracts-src-core.md,8,10
codex-review-of-codex-plans,codex,codex,072,contracts-src-bridges,072-contracts-src-bridges.md,codex-review-of-codex-plans/072-contracts-src-bridges.md,8,10
codex-review-of-codex-plans,codex,codex,073,contracts-src-rendering,073-contracts-src-rendering.md,codex-review-of-codex-plans/073-contracts-src-rendering.md,8,10
codex-review-of-codex-plans,codex,codex,074,types-core-src,074-types-core-src.md,codex-review-of-codex-plans/074-types-core-src.md,8,10
codex-review-of-codex-plans,codex,codex,075,types-document-src,075-types-document-src.md,codex-review-of-codex-plans/075-types-document-src.md,8,10
codex-review-of-codex-plans,codex,codex,076,types-host-src,076-types-host-src.md,codex-review-of-codex-plans/076-types-host-src.md,8,10
codex-review-of-codex-plans,codex,codex,077,types-objects-src,077-types-objects-src.md,codex-review-of-codex-plans/077-types-objects-src.md,8,10
codex-review-of-codex-plans,codex,codex,078,domain-types-src-domain-workbook,078-domain-types-src-domain-workbook.md,codex-review-of-codex-plans/078-domain-types-src-domain-workbook.md,8,10
codex-review-of-codex-plans,codex,codex,079,domain-types-src-domain-drawings,079-domain-types-src-domain-drawings.md,codex-review-of-codex-plans/079-domain-types-src-domain-drawings.md,8,10
codex-review-of-codex-plans,codex,codex,080,kernel-src-bridges-wire,080-kernel-src-bridges-wire.md,codex-review-of-codex-plans/080-kernel-src-bridges-wire.md,8,10
codex-review-of-codex-plans,codex,codex,081,kernel-src-domain-sheets,081-kernel-src-domain-sheets.md,codex-review-of-codex-plans/081-kernel-src-domain-sheets.md,8,10
codex-review-of-codex-plans,codex,codex,082,kernel-src-domain-drawing,082-kernel-src-domain-drawing.md,codex-review-of-codex-plans/082-kernel-src-domain-drawing.md,8,10
codex-review-of-codex-plans,codex,codex,083,kernel-src-services-protection,083-kernel-src-services-protection.md,codex-review-of-codex-plans/083-kernel-src-services-protection.md,7,10
codex-review-of-codex-plans,codex,codex,084,kernel-src-services-query-executor,084-kernel-src-services-query-executor.md,codex-review-of-codex-plans/084-kernel-src-services-query-executor.md,8,10
codex-review-of-codex-plans,codex,codex,085,compute-core-src-solver,085-compute-core-src-solver.md,codex-review-of-codex-plans/085-compute-core-src-solver.md,8,10
codex-review-of-codex-plans,codex,codex,086,compute-core-src-what-if,086-compute-core-src-what-if.md,codex-review-of-codex-plans/086-compute-core-src-what-if.md,8,10
codex-review-of-codex-plans,codex,codex,087,compute-core-crates-compute-charts-src,087-compute-core-crates-compute-charts-src.md,codex-review-of-codex-plans/087-compute-core-crates-compute-charts-src.md,8,10
codex-review-of-codex-plans,codex,codex,088,compute-core-crates-compute-chart-render-src,088-compute-core-crates-compute-chart-render-src.md,codex-review-of-codex-plans/088-compute-core-crates-compute-chart-render-src.md,8,10
codex-review-of-codex-plans,codex,codex,089,compute-pyo3-src,089-compute-pyo3-src.md,codex-review-of-codex-plans/089-compute-pyo3-src.md,8,10
codex-review-of-codex-plans,codex,codex,090,apps-spreadsheet-src-app,090-apps-spreadsheet-src-app.md,codex-review-of-codex-plans/090-apps-spreadsheet-src-app.md,8,10
codex-review-of-codex-plans,codex,codex,091,apps-spreadsheet-src-actions-commands,091-apps-spreadsheet-src-actions-commands.md,codex-review-of-codex-plans/091-apps-spreadsheet-src-actions-commands.md,8,10
codex-review-of-codex-plans,codex,codex,092,apps-spreadsheet-src-domain-clipboard,092-apps-spreadsheet-src-domain-clipboard.md,codex-review-of-codex-plans/092-apps-spreadsheet-src-domain-clipboard.md,8,10
codex-review-of-codex-plans,codex,codex,093,apps-spreadsheet-src-domain-editor,093-apps-spreadsheet-src-domain-editor.md,codex-review-of-codex-plans/093-apps-spreadsheet-src-domain-editor.md,8,10
codex-review-of-codex-plans,codex,codex,094,apps-spreadsheet-src-hooks-grid-mouse,094-apps-spreadsheet-src-hooks-grid-mouse.md,codex-review-of-codex-plans/094-apps-spreadsheet-src-hooks-grid-mouse.md,8,10
codex-review-of-codex-plans,codex,codex,095,apps-spreadsheet-src-components-canvas-overlays,095-apps-spreadsheet-src-components-canvas-overlays.md,codex-review-of-codex-plans/095-apps-spreadsheet-src-components-canvas-overlays.md,8,10
codex-review-of-codex-plans,codex,codex,096,apps-spreadsheet-src-chrome-toolbar,096-apps-spreadsheet-src-chrome-toolbar.md,codex-review-of-codex-plans/096-apps-spreadsheet-src-chrome-toolbar.md,8,10
codex-review-of-codex-plans,codex,codex,097,apps-spreadsheet-src-systems-input,097-apps-spreadsheet-src-systems-input.md,codex-review-of-codex-plans/097-apps-spreadsheet-src-systems-input.md,8,10
codex-review-of-codex-plans,codex,codex,098,apps-spreadsheet-src-systems-renderer,098-apps-spreadsheet-src-systems-renderer.md,codex-review-of-codex-plans/098-apps-spreadsheet-src-systems-renderer.md,8,10
codex-review-of-codex-plans,codex,codex,099,shell-src-host,099-shell-src-host.md,codex-review-of-codex-plans/099-shell-src-host.md,8,10
codex-review-of-codex-plans,codex,codex,100,fixtures-external,100-fixtures-external.md,codex-review-of-codex-plans/100-fixtures-external.md,8,10
